,Ref Amp,Ref PW,Ref Freq,Ref Dur,Active Channels,Return Channels,Session
0,200,200,50,200,15,128,380
1,300,200,50,200,15,128,380
2,350,200,50,200,15,128,380
0,0,200,50,200,15,128,381
1,150,200,50,200,15,128,381
0,0,200,50,200,15,64,382
1,130,200,50,200,15,64,382
2,170,200,50,200,15,64,382
0,150,200,50,200,15,64,383
1,200,200,50,200,15,64,383
2,260,200,50,200,15,64,383
0,1,1,0,0,15,64,384
1,200,100,50,200,15,64,384
2,200,200,50,200,15,64,384
0,200,200,50,200,15,64,385
0,200,200,50,200,15,64,386
0,200,100,50,200,14,64,387
1,200,100,50,200,15,64,387
2,200,100,50,200,15,128,387
3,200,110,50,200,14,64,387
4,200,150,50,200,14,64,387
0,200,100,50,200,14,64,388
1,200,100,50,200,15,64,388
2,200,150,50,200,15,64,388
3,200,200,50,200,14,64,388
4,200,200,50,200,15,64,388
5,200,300,50,200,14,64,388
0,200,1,50,200,11,64,389
1,200,1,50,200,15,64,389
2,200,10,50,200,11,64,389
3,200,100,50,200,8,64,389
4,200,100,50,200,10,64,389
5,200,100,50,200,11,64,389
6,200,100,50,200,15,64,389
0,200,100,50,200,12,64,390
1,200,100,50,200,12,128,390
2,200,100,50,200,13,64,390
3,200,100,50,200,15,16,390
4,200,100,50,200,15,32,390
5,200,100,50,200,15,64,390
6,200,150,50,200,12,128,390
7,200,200,50,200,12,128,390
0,200,80,50,200,12,64,391
1,200,80,50,200,13,64,391
2,200,80,50,200,15,64,391
3,200,150,50,200,12,64,391
4,200,200,50,200,12,64,391
5,200,300,50,200,12,64,391
0,200,100,50,200,15,32,392
1,200,100,50,200,15,64,392
2,200,150,50,200,15,32,392
3,200,150,50,200,15,64,392
4,200,200,50,200,15,64,392
5,200,250,50,200,15,64,392
0,200,100,50,200,15,32,393
1,200,100,50,200,15,64,393
2,200,150,50,200,15,64,393
3,200,200,50,200,15,64,393
4,200,250,50,200,15,64,393
0,200,100,50,200,15,32,394
1,200,100,50,200,15,64,394
2,200,150,50,200,15,32,394
3,200,150,50,200,15,64,394
4,200,200,50,200,15,64,394
5,200,250,50,200,15,64,394
0,200,100,50,200,15,16,395
1,200,100,50,200,15,128,395
2,200,150,50,200,15,16,395
3,200,150,50,200,15,128,395
4,200,200,50,200,15,128,395
5,200,250,50,200,15,128,395
0,200,100,50,200,15,128,396
1,200,150,50,200,15,128,396
2,200,200,50,200,15,128,396
3,200,250,50,200,15,128,396
0,200,100,50,200,15,16,397
1,200,100,50,200,15,128,397
2,200,150,50,200,15,16,397
3,200,150,50,200,15,128,397
4,200,200,50,200,15,128,397
5,200,250,50,200,15,128,397
0,200,100,50,200,15,16,398
1,200,100,50,200,15,128,398
2,200,150,50,200,15,16,398
3,200,150,50,200,15,128,398
4,200,200,50,200,15,16,398
5,200,250,50,200,15,16,398
0,200,100,50,200,15,32,399
1,200,100,50,200,15,64,399
2,200,150,50,200,15,32,399
3,200,150,50,200,15,64,399
4,200,200,50,200,15,64,399
5,200,250,50,200,15,64,399
0,200,100,50,200,15,16,400
1,200,100,50,200,15,32,400
2,200,150,50,200,15,32,400
3,200,200,50,200,15,32,400
4,200,250,50,200,15,32,400
0,200,100,50,200,15,64,401
1,200,150,50,200,15,64,401
2,200,200,50,200,15,64,401
3,200,250,50,200,15,64,401
0,0,200,50,200,15,16,402
1,0,200,50,200,15,32,402
2,200,200,50,200,15,32,402
3,400,200,50,200,15,32,402
4,600,200,50,200,15,32,402
0,0,200,50,200,15,16,403
1,0,200,50,200,15,128,403
2,200,200,50,200,15,16,403
3,400,200,50,200,15,16,403
4,600,200,50,200,15,16,403
0,0,200,50,200,15,32,404
1,200,200,50,200,15,32,404
2,400,200,50,200,15,32,404
3,600,200,50,200,15,32,404
0,0,200,50,200,15,32,405
1,200,200,50,200,15,32,405
2,400,200,50,200,15,32,405
0,200,200,50,200,15,16,406
0,0,200,50,200,15,32,407
1,200,200,50,200,15,32,407
2,400,200,50,200,15,32,407
0,0,200,50,200,15,16,408
1,200,200,50,200,15,16,408
2,400,200,50,200,15,16,408
3,600,200,50,200,15,16,408
0,0,200,50,200,15,32,409
1,200,200,50,200,15,32,409
2,400,200,50,200,15,32,409
0,0,200,50,200,15,16,410
1,200,200,50,200,15,16,410
2,400,200,50,200,15,16,410
3,600,200,50,200,15,16,410
0,0,200,50,200,15,32,411
1,200,200,50,200,15,32,411
2,400,200,50,200,15,32,411
0,0,200,50,200,15,16,412
1,200,200,50,200,15,16,412
2,400,200,50,200,15,16,412
3,600,200,50,200,15,16,412
0,0,200,50,200,15,32,413
1,200,200,50,200,15,32,413
2,400,200,50,200,15,32,413
0,0,200,50,200,15,16,414
1,0,200,50,200,15,32,414
2,200,200,50,200,15,32,414
3,400,200,50,200,15,32,414
4,600,200,50,200,15,32,414
0,0,200,50,200,15,32,415
1,200,200,50,200,15,32,415
2,400,200,50,200,15,32,415
0,0,200,50,200,15,16,416
1,200,200,50,200,15,16,416
2,200,200,50,200,15,32,416
3,400,200,50,200,15,16,416
4,600,200,50,200,15,16,416
0,0,200,50,200,15,32,417
1,200,200,50,200,15,32,417
2,400,200,50,200,15,32,417
3,600,200,50,200,15,32,417
0,0,200,50,200,15,16,418
1,200,200,50,200,15,16,418
2,400,200,50,200,15,16,418
3,600,200,50,200,15,16,418
0,0,200,50,200,15,16,419
1,200,200,50,200,15,16,419
2,400,200,50,200,15,16,419
0,0,200,50,200,15,32,420
1,200,200,50,200,15,32,420
2,400,200,50,200,15,32,420
3,600,200,50,200,15,32,420
0,0,200,50,200,15,32,421
1,200,200,50,200,15,32,421
2,400,200,50,200,15,32,421
3,600,200,50,200,15,32,421
0,0,200,50,200,15,16,422
1,0,200,50,200,15,32,422
2,200,200,50,200,15,16,422
3,400,200,50,200,15,16,422
4,600,200,50,200,15,16,422
0,0,200,50,200,15,32,423
1,200,200,50,200,15,32,423
2,400,200,50,200,15,32,423
3,600,200,50,200,15,32,423
0,0,200,50,200,15,16,424
1,200,200,50,200,15,16,424
2,400,200,50,200,15,16,424
3,600,200,50,200,15,16,424
0,0,200,50,200,15,32,425
1,200,200,50,200,15,32,425
2,400,200,50,200,15,32,425
0,0,200,50,200,15,16,426
1,200,200,50,200,15,16,426
2,400,200,50,200,15,16,426
3,600,200,50,200,15,16,426
0,0,200,50,200,15,32,427
1,200,200,50,200,15,32,427
2,400,200,50,200,15,32,427
3,600,200,50,200,15,32,427
0,0,200,50,200,15,16,428
1,200,200,50,200,15,16,428
2,400,200,50,200,15,16,428
3,600,200,50,200,15,16,428
0,0,200,50,200,15,32,429
1,200,200,50,200,15,32,429
2,400,200,50,200,15,32,429
3,600,200,50,200,15,32,429
0,0,200,50,200,15,16,430
1,200,200,50,200,15,16,430
2,400,200,50,200,15,16,430
3,600,200,50,200,15,16,430
0,0,200,50,200,15,32,431
1,200,200,50,200,15,32,431
2,400,200,50,200,15,32,431
3,600,200,50,200,15,32,431
0,0,200,50,200,15,16,432
1,200,200,50,200,15,16,432
2,400,200,50,200,15,16,432
3,600,200,50,200,15,16,432
0,0,200,50,200,15,32,433
1,200,200,50,200,15,32,433
2,400,200,50,200,15,32,433
3,600,200,50,200,15,32,433
0,0,200,50,200,15,16,434
1,200,200,50,200,15,16,434
2,400,200,50,200,15,16,434
