Monkey,Date,Ref Amp,Ref PW,Ref Freq,Ref Dur,Active Channels,Return Channels,Comp Amp,Comp PW,Misses,Hits,FAs,CRs
Y,20170426,150,200,50,200,15,128,220,200,2,8,2,0
Y,20170426,200,200,50,200,15,128,200,200,0,0,5,0
Y,20170426,200,200,50,200,15,128,300,200,1,4,1,0
Y,20170427,0,200,50,200,15,128,0,200,0,0,102,168
Y,20170427,0,200,50,200,15,128,10,200,18,13,7,0
Y,20170427,0,200,50,200,15,128,30,200,21,6,11,0
Y,20170427,0,200,50,200,15,128,50,200,21,11,5,0
Y,20170427,0,200,50,200,15,128,70,200,17,14,7,0
Y,20170427,0,200,50,200,15,128,90,200,20,13,4,0
Y,20170427,0,200,50,200,15,128,110,200,21,8,9,0
Y,20170427,0,200,50,200,15,128,130,200,2,27,9,0
Y,20170427,0,200,50,200,15,128,150,200,1,33,4,0
Y,20170427,0,200,50,200,15,128,300,200,0,82,18,0
Y,20170428,0,200,50,200,15,128,0,200,0,0,25,38
Y,20170428,0,200,50,200,15,128,10,200,7,2,2,0
Y,20170428,0,200,50,200,15,128,30,200,8,4,0,0
Y,20170428,0,200,50,200,15,128,50,200,6,5,1,0
Y,20170428,0,200,50,200,15,128,70,200,8,2,2,0
Y,20170428,0,200,50,200,15,128,90,200,5,1,6,0
Y,20170428,0,200,50,200,15,128,110,200,5,3,4,0
Y,20170428,0,200,50,200,15,128,130,200,0,11,1,0
Y,20170428,0,200,50,200,15,128,150,200,0,11,1,0
Y,20170428,1,1,0,0,15,128,1,1,0,0,1,0
Y,20170428,100,200,50,200,15,128,10,200,5,8,3,0
Y,20170428,100,200,50,200,15,128,30,200,8,6,0,0
Y,20170428,100,200,50,200,15,128,50,200,3,7,4,0
Y,20170428,100,200,50,200,15,128,70,200,6,6,2,0
Y,20170428,100,200,50,200,15,128,90,200,9,3,2,0
Y,20170428,100,200,50,200,15,128,100,200,0,0,43,33
Y,20170428,100,200,50,200,15,128,110,200,6,5,4,0
Y,20170428,100,200,50,200,15,128,130,200,0,14,0,0
Y,20170428,100,200,50,200,15,128,150,200,0,12,2,0
Y,20170428,110,200,50,200,15,128,10,200,4,9,6,0
Y,20170428,110,200,50,200,15,128,30,200,3,12,5,0
Y,20170428,110,200,50,200,15,128,50,200,5,8,7,0
Y,20170428,110,200,50,200,15,128,70,200,4,9,7,0
Y,20170428,110,200,50,200,15,128,90,200,9,3,8,0
Y,20170428,110,200,50,200,15,128,110,200,16,13,139,68
Y,20170428,110,200,50,200,15,128,120,200,10,4,4,0
Y,20170428,110,200,50,200,15,128,130,200,1,27,10,0
Y,20170428,110,200,50,200,15,128,140,200,1,17,0,0
Y,20170428,110,200,50,200,15,128,150,200,0,23,14,0
Y,20170428,110,200,50,200,15,128,160,200,1,13,2,0
Y,20170428,110,200,50,200,15,128,170,200,0,11,6,0
Y,20170428,110,200,50,200,15,128,180,200,0,14,4,0
Y,20170501,0,200,50,200,15,128,0,200,0,0,282,77
Y,20170501,0,200,50,200,15,128,10,200,2,2,1,0
Y,20170501,0,200,50,200,15,128,100,200,8,26,10,0
Y,20170501,0,200,50,200,15,128,150,200,9,27,9,0
Y,20170501,0,200,50,200,15,128,200,200,12,24,8,0
Y,20170501,0,200,50,200,15,128,250,200,11,25,6,0
Y,20170501,0,200,50,200,15,128,300,200,56,108,60,0
Y,20170501,0,200,50,200,15,128,350,200,0,37,7,0
Y,20170501,0,200,50,200,15,128,400,200,0,35,11,0
Y,20170501,0,200,50,200,15,128,450,200,0,37,6,0
Y,20170501,150,200,50,200,15,128,150,200,0,0,2,1
Y,20170501,150,200,50,200,15,128,300,200,1,0,5,0
Y,20170502,0,200,50,200,15,128,0,200,0,0,13,96
Y,20170502,0,200,50,200,15,128,300,200,0,104,7,0
Y,20170502,150,200,50,200,15,128,150,200,8,6,36,83
Y,20170502,150,200,50,200,15,128,160,200,2,12,0,0
Y,20170502,150,200,50,200,15,128,170,200,3,12,0,0
Y,20170502,150,200,50,200,15,128,180,200,1,11,2,0
Y,20170502,150,200,50,200,15,128,190,200,1,12,2,0
Y,20170502,150,200,50,200,15,128,200,200,0,15,0,0
Y,20170502,150,200,50,200,15,128,210,200,0,14,1,0
Y,20170502,150,200,50,200,15,128,220,200,0,15,0,0
Y,20170502,200,200,50,200,15,128,200,200,4,4,29,41
Y,20170502,200,200,50,200,15,128,210,200,5,2,3,0
Y,20170502,200,200,50,200,15,128,220,200,2,4,2,0
Y,20170502,200,200,50,200,15,128,230,200,0,5,3,0
Y,20170502,200,200,50,200,15,128,240,200,1,5,2,0
Y,20170502,200,200,50,200,15,128,250,200,2,7,0,0
Y,20170502,200,200,50,200,15,128,260,200,1,5,3,0
Y,20170502,200,200,50,200,15,128,270,200,1,6,1,0
Y,20170503,0,200,50,200,15,128,0,200,0,0,3,92
Y,20170503,0,200,50,200,15,128,300,200,0,141,2,0
Y,20170503,0,200,50,200,112,128,0,200,0,0,0,29
Y,20170503,0,200,50,200,112,128,40,200,1,0,0,0
Y,20170503,0,200,50,200,112,128,300,200,0,5,1,0
Y,20170503,0,200,50,200,112,128,400,200,0,5,0,0
Y,20170503,0,200,50,200,112,128,430,200,0,6,0,0
Y,20170503,0,200,50,200,112,128,460,200,0,4,0,0
Y,20170503,0,200,50,200,112,128,490,200,0,5,0,0
Y,20170503,0,200,50,200,112,128,520,200,0,4,0,0
Y,20170503,0,200,50,200,112,128,550,200,0,6,0,0
Y,20170503,0,200,50,200,112,128,580,200,0,5,0,0
Y,20170503,0,200,50,200,112,128,610,200,0,5,0,0
Y,20170503,0,200,50,200,119,128,0,200,0,0,0,1
Y,20170503,400,200,50,200,112,128,400,200,15,12,61,91
Y,20170503,400,200,50,200,112,128,430,200,8,19,1,0
Y,20170503,400,200,50,200,112,128,460,200,5,22,1,0
Y,20170503,400,200,50,200,112,128,490,200,4,24,0,0
Y,20170503,400,200,50,200,112,128,520,200,1,25,3,0
Y,20170503,400,200,50,200,112,128,550,200,0,27,1,0
Y,20170503,400,200,50,200,112,128,580,200,3,25,0,0
Y,20170503,400,200,50,200,112,128,610,200,2,22,3,0
Y,20170509,300,200,50,200,15,128,150,200,5,2,3,0
Y,20170509,300,200,50,200,15,128,160,200,7,5,0,0
Y,20170509,300,200,50,200,15,128,170,200,5,4,1,0
Y,20170509,300,200,50,200,15,128,180,200,5,3,2,0
Y,20170509,300,200,50,200,15,128,190,200,6,3,0,0
Y,20170509,300,200,50,200,15,128,200,200,6,3,0,0
Y,20170509,300,200,50,200,15,128,210,200,6,3,1,0
Y,20170509,300,200,50,200,15,128,220,200,6,5,0,0
Y,20170509,300,200,50,200,15,128,260,200,1,0,0,0
Y,20170509,300,200,50,200,15,128,300,200,12,19,130,92
Y,20170509,300,200,50,200,15,128,310,200,15,12,1,0
Y,20170509,300,200,50,200,15,128,320,200,15,15,1,0
Y,20170509,300,200,50,200,15,128,330,200,8,22,2,0
Y,20170509,300,200,50,200,15,128,340,200,9,20,2,0
Y,20170509,300,200,50,200,15,128,350,200,11,19,3,0
Y,20170509,300,200,50,200,15,128,360,200,0,31,1,0
Y,20170509,300,200,50,200,15,128,370,200,1,29,1,0
Y,20170510,200,200,50,200,15,128,200,200,0,0,77,105
Y,20170510,200,200,50,200,15,128,230,200,10,4,0,0
Y,20170510,200,200,50,200,15,128,250,200,0,13,1,0
Y,20170510,200,200,50,200,15,128,270,200,1,14,1,0
Y,20170510,200,200,50,200,15,128,290,200,1,15,0,0
Y,20170510,200,200,50,200,15,128,300,200,3,15,0,0
Y,20170510,200,200,50,200,15,128,310,200,6,27,1,0
Y,20170510,200,200,50,200,15,128,320,200,5,12,1,0
Y,20170510,200,200,50,200,15,128,330,200,2,32,1,0
Y,20170510,200,200,50,200,15,128,340,200,1,14,2,0
Y,20170510,200,200,50,200,15,128,350,200,3,32,0,0
Y,20170510,200,200,50,200,15,128,360,200,1,17,1,0
Y,20170510,200,200,50,200,15,128,370,200,0,29,5,0
Y,20170510,300,200,50,200,15,128,300,200,1,3,24,4
Y,20170510,300,200,50,200,15,128,310,200,2,2,2,0
Y,20170510,300,200,50,200,15,128,320,200,0,4,1,0
Y,20170510,300,200,50,200,15,128,330,200,0,1,3,0
Y,20170510,300,200,50,200,15,128,340,200,0,3,2,0
Y,20170510,300,200,50,200,15,128,350,200,1,2,2,0
Y,20170510,300,200,50,200,15,128,360,200,0,3,1,0
Y,20170510,300,200,50,200,15,128,370,200,0,4,1,0
Y,20170510,350,200,50,200,15,128,350,200,10,11,65,57
Y,20170510,350,200,50,200,15,128,380,200,6,17,0,0
Y,20170510,350,200,50,200,15,128,410,200,4,18,1,0
Y,20170510,350,200,50,200,15,128,440,200,4,15,3,0
Y,20170510,350,200,50,200,15,128,470,200,0,23,1,0
Y,20170510,350,200,50,200,15,128,500,200,0,21,2,0
Y,20170510,350,200,50,200,15,128,530,200,0,23,0,0
Y,20170510,350,200,50,200,15,128,560,200,0,20,2,0
Y,20170511,0,200,50,200,15,128,0,200,0,0,188,19
Y,20170511,0,200,50,200,15,128,22,200,0,1,0,0
Y,20170511,0,200,50,200,15,128,150,200,7,17,9,0
Y,20170511,0,200,50,200,15,128,160,200,6,16,10,0
Y,20170511,0,200,50,200,15,128,170,200,1,25,7,0
Y,20170511,0,200,50,200,15,128,180,200,6,22,6,0
Y,20170511,0,200,50,200,15,128,190,200,6,19,8,0
Y,20170511,0,200,50,200,15,128,200,200,6,24,4,0
Y,20170511,0,200,50,200,15,128,210,200,5,19,10,0
Y,20170511,0,200,50,200,15,128,220,200,9,17,7,0
Y,20170511,0,200,50,200,15,128,300,200,4,33,8,0
Y,20170511,150,200,50,200,15,128,150,200,7,14,107,44
Y,20170511,150,200,50,200,15,128,160,200,3,15,10,0
Y,20170511,150,200,50,200,15,128,170,200,6,11,10,0
Y,20170511,150,200,50,200,15,128,180,200,8,10,8,0
Y,20170511,150,200,50,200,15,128,190,200,8,10,9,0
Y,20170511,150,200,50,200,15,128,200,200,7,11,8,0
Y,20170511,150,200,50,200,15,128,210,200,6,13,7,0
Y,20170511,150,200,50,200,15,128,220,200,8,14,5,0
Y,20170515,0,200,50,200,15,64,0,200,0,0,57,69
Y,20170515,0,200,50,200,15,64,10,200,3,7,3,0
Y,20170515,0,200,50,200,15,64,30,200,3,9,1,0
Y,20170515,0,200,50,200,15,64,50,200,5,7,0,0
Y,20170515,0,200,50,200,15,64,70,200,5,7,0,0
Y,20170515,0,200,50,200,15,64,90,200,1,11,1,0
Y,20170515,0,200,50,200,15,64,110,200,1,11,1,0
Y,20170515,0,200,50,200,15,64,130,200,0,14,0,0
Y,20170515,0,200,50,200,15,64,150,200,0,9,3,0
Y,20170515,0,200,50,200,15,64,300,200,0,79,5,0
Y,20170515,130,200,50,200,15,64,90,200,0,1,0,0
Y,20170515,130,200,50,200,15,64,130,200,9,7,62,31
Y,20170515,130,200,50,200,15,64,140,200,3,12,2,0
Y,20170515,130,200,50,200,15,64,150,200,3,16,0,0
Y,20170515,130,200,50,200,15,64,160,200,2,12,4,0
Y,20170515,130,200,50,200,15,64,170,200,1,16,0,0
Y,20170515,130,200,50,200,15,64,180,200,0,17,0,0
Y,20170515,130,200,50,200,15,64,190,200,0,16,0,0
Y,20170515,130,200,50,200,15,64,200,200,0,17,1,0
Y,20170515,170,200,50,200,15,64,170,200,0,0,41,19
Y,20170515,170,200,50,200,15,64,180,200,5,5,2,0
Y,20170515,170,200,50,200,15,64,182,200,0,1,0,0
Y,20170515,170,200,50,200,15,64,195,200,0,1,0,0
Y,20170515,170,200,50,200,15,64,200,200,0,10,0,0
Y,20170515,170,200,50,200,15,64,205,200,0,1,0,0
Y,20170515,170,200,50,200,15,64,220,200,0,9,2,0
Y,20170515,170,200,50,200,15,64,240,200,0,9,2,0
Y,20170515,170,200,50,200,15,64,255,200,0,1,0,0
Y,20170515,170,200,50,200,15,64,260,200,0,10,1,0
Y,20170515,170,200,50,200,15,64,280,200,0,9,1,0
Y,20170515,170,200,50,200,15,64,300,200,0,8,2,0
Y,20170515,170,200,50,200,15,64,320,200,0,11,1,0
Y,20170516,150,200,50,200,15,64,150,200,17,8,58,88
Y,20170516,150,200,50,200,15,64,160,200,14,14,0,0
Y,20170516,150,200,50,200,15,64,170,200,5,21,1,0
Y,20170516,150,200,50,200,15,64,180,200,5,22,0,0
Y,20170516,150,200,50,200,15,64,190,200,2,24,2,0
Y,20170516,150,200,50,200,15,64,200,200,2,24,0,0
Y,20170516,150,200,50,200,15,64,210,200,2,23,1,0
Y,20170516,150,200,50,200,15,64,220,200,0,28,0,0
Y,20170516,200,200,50,200,15,64,200,200,0,0,20,51
Y,20170516,200,200,50,200,15,64,210,200,4,9,0,0
Y,20170516,200,200,50,200,15,64,220,200,3,9,0,0
Y,20170516,200,200,50,200,15,64,230,200,1,12,0,0
Y,20170516,200,200,50,200,15,64,240,200,0,13,0,0
Y,20170516,200,200,50,200,15,64,250,200,0,12,0,0
Y,20170516,200,200,50,200,15,64,260,200,0,14,0,0
Y,20170516,200,200,50,200,15,64,270,200,0,15,0,0
Y,20170516,200,200,50,200,15,64,277,200,0,1,0,0
Y,20170516,200,200,50,200,15,64,280,200,0,12,0,0
Y,20170516,260,200,50,200,15,64,260,200,0,0,62,66
Y,20170516,260,200,50,200,15,64,270,200,6,18,0,0
Y,20170516,260,200,50,200,15,64,275,200,2,3,1,0
Y,20170516,260,200,50,200,15,64,280,200,4,20,0,0
Y,20170516,260,200,50,200,15,64,285,200,1,3,1,0
Y,20170516,260,200,50,200,15,64,290,200,3,21,0,0
Y,20170516,260,200,50,200,15,64,295,200,2,3,0,0
Y,20170516,260,200,50,200,15,64,300,200,0,24,0,0
Y,20170516,260,200,50,200,15,64,305,200,0,6,0,0
Y,20170516,260,200,50,200,15,64,310,200,1,16,2,0
Y,20170516,260,200,50,200,15,64,320,200,3,16,0,0
Y,20170516,260,200,50,200,15,64,330,200,0,17,0,0
Y,20170516,260,200,50,200,15,64,340,200,0,18,0,0
Y,20170517,1,1,0,0,15,64,1,1,0,0,1,0
Y,20170517,200,100,50,200,15,64,200,100,32,10,82,183
Y,20170517,200,100,50,200,15,64,200,102,7,1,3,0
Y,20170517,200,100,50,200,15,64,200,104,2,6,2,0
Y,20170517,200,100,50,200,15,64,200,105,0,11,0,0
Y,20170517,200,100,50,200,15,64,200,106,1,7,4,0
Y,20170517,200,100,50,200,15,64,200,108,1,10,0,0
Y,20170517,200,100,50,200,15,64,200,110,2,36,6,0
Y,20170517,200,100,50,200,15,64,200,112,0,10,0,0
Y,20170517,200,100,50,200,15,64,200,114,0,6,6,0
Y,20170517,200,100,50,200,15,64,200,115,0,12,1,0
Y,20170517,200,100,50,200,15,64,200,120,1,35,0,0
Y,20170517,200,100,50,200,15,64,200,125,0,12,1,0
Y,20170517,200,100,50,200,15,64,200,130,0,27,2,0
Y,20170517,200,100,50,200,15,64,200,135,0,11,0,0
Y,20170517,200,100,50,200,15,64,200,140,2,18,4,0
Y,20170517,200,100,50,200,15,64,200,150,0,15,1,0
Y,20170517,200,100,50,200,15,64,200,160,0,23,2,0
Y,20170517,200,100,50,200,15,64,200,170,0,17,0,0
Y,20170517,200,100,50,200,15,64,200,180,0,7,1,0
Y,20170517,200,100,50,200,15,64,200,200,0,8,0,0
Y,20170517,200,100,50,200,15,64,200,220,0,8,0,0
Y,20170517,200,100,50,200,15,64,200,240,0,6,2,0
Y,20170517,200,200,50,200,15,64,200,100,0,2,0,0
Y,20170517,200,200,50,200,15,64,200,126,0,1,0,0
Y,20170517,200,200,50,200,15,64,200,135,0,0,1,0
Y,20170517,200,200,50,200,15,64,200,152,0,1,1,0
Y,20170517,200,200,50,200,15,64,200,200,0,0,5,0
Y,20170518,200,200,50,200,15,64,200,100,13,42,3,0
Y,20170518,200,200,50,200,15,64,200,101,16,41,3,0
Y,20170518,200,200,50,200,15,64,200,103,5,51,3,0
Y,20170518,200,200,50,200,15,64,200,105,10,49,1,0
Y,20170518,200,200,50,200,15,64,200,107,6,54,0,0
Y,20170518,200,200,50,200,15,64,200,108,5,55,0,0
Y,20170518,200,200,50,200,15,64,200,110,5,53,1,0
Y,20170518,200,200,50,200,15,64,200,112,9,49,1,0
Y,20170518,200,200,50,200,15,64,200,114,4,55,0,0
Y,20170518,200,200,50,200,15,64,200,200,0,0,313,44
Y,20170519,200,200,50,200,15,64,200,100,2,55,3,0
Y,20170519,200,200,50,200,15,64,200,101,2,52,8,0
Y,20170519,200,200,50,200,15,64,200,103,1,54,5,0
Y,20170519,200,200,50,200,15,64,200,105,1,57,4,0
Y,20170519,200,200,50,200,15,64,200,107,1,56,5,0
Y,20170519,200,200,50,200,15,64,200,108,4,55,2,0
Y,20170519,200,200,50,200,15,64,200,110,1,54,7,0
Y,20170519,200,200,50,200,15,64,200,112,3,50,9,0
Y,20170519,200,200,50,200,15,64,200,114,1,50,11,0
Y,20170519,200,200,50,200,15,64,200,200,0,0,364,5
Y,20170522,200,100,50,200,14,64,200,100,13,5,70,49
Y,20170522,200,100,50,200,14,64,200,102,7,3,0,0
Y,20170522,200,100,50,200,14,64,200,104,0,10,0,0
Y,20170522,200,100,50,200,14,64,200,106,0,11,0,0
Y,20170522,200,100,50,200,14,64,200,107,0,1,0,0
Y,20170522,200,100,50,200,14,64,200,108,0,11,1,0
Y,20170522,200,100,50,200,14,64,200,110,0,21,1,0
Y,20170522,200,100,50,200,14,64,200,112,0,10,1,0
Y,20170522,200,100,50,200,14,64,200,114,0,7,3,0
Y,20170522,200,100,50,200,14,64,200,120,0,11,0,0
Y,20170522,200,100,50,200,14,64,200,130,0,9,1,0
Y,20170522,200,100,50,200,14,64,200,140,0,9,1,0
Y,20170522,200,100,50,200,14,64,200,150,0,9,1,0
Y,20170522,200,100,50,200,14,64,200,160,0,10,0,0
Y,20170522,200,100,50,200,14,64,200,170,0,11,1,0
Y,20170522,200,100,50,200,15,64,200,100,1,8,42,5
Y,20170522,200,100,50,200,15,64,200,101,0,6,2,0
Y,20170522,200,100,50,200,15,64,200,102,0,5,5,0
Y,20170522,200,100,50,200,15,64,200,103,0,8,2,0
Y,20170522,200,100,50,200,15,64,200,104,0,7,2,0
Y,20170522,200,100,50,200,15,64,200,105,0,3,5,0
Y,20170522,200,100,50,200,15,64,200,106,1,8,0,0
Y,20170522,200,100,50,200,15,64,200,107,0,9,0,0
Y,20170522,200,100,50,200,15,128,200,100,1,5,25,3
Y,20170522,200,100,50,200,15,128,200,101,1,3,0,0
Y,20170522,200,100,50,200,15,128,200,102,1,3,1,0
Y,20170522,200,100,50,200,15,128,200,103,0,3,1,0
Y,20170522,200,100,50,200,15,128,200,104,1,2,2,0
Y,20170522,200,100,50,200,15,128,200,105,0,3,2,0
Y,20170522,200,100,50,200,15,128,200,106,0,4,1,0
Y,20170522,200,100,50,200,15,128,200,107,0,4,0,0
Y,20170522,200,100,50,200,15,128,200,108,0,1,1,0
Y,20170522,200,110,50,200,14,64,200,110,2,6,39,14
Y,20170522,200,110,50,200,14,64,200,120,3,5,0,0
Y,20170522,200,110,50,200,14,64,200,130,2,7,2,0
Y,20170522,200,110,50,200,14,64,200,140,2,6,1,0
Y,20170522,200,110,50,200,14,64,200,150,1,8,0,0
Y,20170522,200,110,50,200,14,64,200,160,0,9,2,0
Y,20170522,200,110,50,200,14,64,200,170,0,11,0,0
Y,20170522,200,110,50,200,14,64,200,180,0,10,0,0
Y,20170522,200,150,50,200,14,64,200,128,0,0,1,0
Y,20170522,200,150,50,200,14,64,200,150,1,20,113,5
Y,20170522,200,150,50,200,14,64,200,155,1,10,0,0
Y,20170522,200,150,50,200,14,64,200,160,0,21,2,0
Y,20170522,200,150,50,200,14,64,200,165,0,13,0,0
Y,20170522,200,150,50,200,14,64,200,170,1,19,1,0
Y,20170522,200,150,50,200,14,64,200,175,1,11,1,0
Y,20170522,200,150,50,200,14,64,200,180,2,19,0,0
Y,20170522,200,150,50,200,14,64,200,185,0,12,0,0
Y,20170522,200,150,50,200,14,64,200,190,0,10,1,0
Y,20170522,200,150,50,200,14,64,200,200,0,8,0,0
Y,20170522,200,150,50,200,14,64,200,210,0,11,0,0
Y,20170522,200,150,50,200,14,64,200,220,0,7,1,0
Y,20170523,200,100,50,200,14,64,200,100,4,7,111,44
Y,20170523,200,100,50,200,14,64,200,102,5,8,0,0
Y,20170523,200,100,50,200,14,64,200,104,2,9,0,0
Y,20170523,200,100,50,200,14,64,200,106,3,9,0,0
Y,20170523,200,100,50,200,14,64,200,108,0,12,0,0
Y,20170523,200,100,50,200,14,64,200,110,0,12,0,0
Y,20170523,200,100,50,200,14,64,200,112,1,11,1,0
Y,20170523,200,100,50,200,14,64,200,114,2,11,0,0
Y,20170523,200,100,50,200,15,64,200,86,1,3,0,0
Y,20170523,200,100,50,200,15,64,200,88,0,3,1,0
Y,20170523,200,100,50,200,15,64,200,90,0,3,1,0
Y,20170523,200,100,50,200,15,64,200,92,0,3,1,0
Y,20170523,200,100,50,200,15,64,200,94,1,2,1,0
Y,20170523,200,100,50,200,15,64,200,96,1,2,1,0
Y,20170523,200,100,50,200,15,64,200,98,1,2,1,0
Y,20170523,200,100,50,200,15,64,200,100,0,4,20,2
Y,20170523,200,150,50,200,15,64,200,80,2,0,0,0
Y,20170523,200,150,50,200,15,64,200,90,1,2,0,0
Y,20170523,200,150,50,200,15,64,200,98,1,0,0,0
Y,20170523,200,150,50,200,15,64,200,100,0,1,1,0
Y,20170523,200,150,50,200,15,64,200,110,1,3,0,0
Y,20170523,200,150,50,200,15,64,200,120,0,1,2,0
Y,20170523,200,150,50,200,15,64,200,130,1,2,0,0
Y,20170523,200,150,50,200,15,64,200,140,0,3,0,0
Y,20170523,200,150,50,200,15,64,200,150,0,4,17,0
Y,20170523,200,200,50,200,14,64,200,130,0,2,1,0
Y,20170523,200,200,50,200,14,64,200,140,1,2,0,0
Y,20170523,200,200,50,200,14,64,200,150,0,3,0,0
Y,20170523,200,200,50,200,14,64,200,160,1,1,0,0
Y,20170523,200,200,50,200,14,64,200,170,2,2,0,0
Y,20170523,200,200,50,200,14,64,200,180,1,3,0,0
Y,20170523,200,200,50,200,14,64,200,190,0,3,0,0
Y,20170523,200,200,50,200,14,64,200,200,5,4,86,76
Y,20170523,200,200,50,200,14,64,200,220,7,2,0,0
Y,20170523,200,200,50,200,14,64,200,240,2,7,0,0
Y,20170523,200,200,50,200,14,64,200,260,3,5,0,0
Y,20170523,200,200,50,200,14,64,200,280,1,7,1,0
Y,20170523,200,200,50,200,14,64,200,300,2,64,6,0
Y,20170523,200,200,50,200,14,64,200,320,0,8,0,0
Y,20170523,200,200,50,200,14,64,200,340,1,7,1,0
Y,20170523,200,200,50,200,15,64,200,130,0,2,0,0
Y,20170523,200,200,50,200,15,64,200,140,0,1,0,0
Y,20170523,200,200,50,200,15,64,200,148,0,1,0,0
Y,20170523,200,200,50,200,15,64,200,150,0,2,0,0
Y,20170523,200,200,50,200,15,64,200,180,1,0,0,0
Y,20170523,200,200,50,200,15,64,200,200,0,0,22,16
Y,20170523,200,200,50,200,15,64,200,300,0,28,2,0
Y,20170523,200,300,50,200,14,64,200,300,1,6,54,10
Y,20170523,200,300,50,200,14,64,200,320,0,5,0,0
Y,20170523,200,300,50,200,14,64,200,340,0,6,0,0
Y,20170523,200,300,50,200,14,64,200,360,0,6,0,0
Y,20170523,200,300,50,200,14,64,200,380,0,4,0,0
Y,20170523,200,300,50,200,14,64,200,400,0,4,2,0
Y,20170523,200,300,50,200,14,64,200,420,0,4,0,0
Y,20170523,200,300,50,200,14,64,200,440,0,6,0,0
Y,20170524,200,1,50,200,11,64,200,1,0,0,2,1
Y,20170524,200,1,50,200,11,64,200,170,0,1,0,0
Y,20170524,200,1,50,200,15,64,200,1,0,0,1,0
Y,20170524,200,1,50,200,15,64,200,110,0,1,0,0
Y,20170524,200,1,50,200,15,64,200,150,0,2,0,0
Y,20170524,200,1,50,200,15,64,200,190,0,1,0,0
Y,20170524,200,10,50,200,11,64,200,10,0,0,1,0
Y,20170524,200,100,50,200,8,64,200,100,24,21,263,159
Y,20170524,200,100,50,200,8,64,200,105,5,4,1,0
Y,20170524,200,100,50,200,8,64,200,110,8,18,4,0
Y,20170524,200,100,50,200,8,64,200,115,2,5,3,0
Y,20170524,200,100,50,200,8,64,200,120,12,33,8,0
Y,20170524,200,100,50,200,8,64,200,125,4,4,2,0
Y,20170524,200,100,50,200,8,64,200,130,10,20,1,0
Y,20170524,200,100,50,200,8,64,200,135,1,8,1,0
Y,20170524,200,100,50,200,8,64,200,140,19,20,4,0
Y,20170524,200,100,50,200,8,64,200,150,3,14,4,0
Y,20170524,200,100,50,200,8,64,200,160,7,32,3,0
Y,20170524,200,100,50,200,8,64,200,170,2,17,1,0
Y,20170524,200,100,50,200,8,64,200,180,6,14,1,0
Y,20170524,200,100,50,200,8,64,200,200,1,16,4,0
Y,20170524,200,100,50,200,8,64,200,220,1,21,2,0
Y,20170524,200,100,50,200,8,64,200,240,0,20,2,0
Y,20170524,200,100,50,200,10,64,200,100,0,0,2,0
Y,20170524,200,100,50,200,11,64,200,100,0,0,3,0
Y,20170524,200,100,50,200,15,64,200,100,0,0,1,0
Y,20170525,200,100,50,200,12,64,200,100,0,1,3,0
Y,20170525,200,100,50,200,12,64,200,110,0,1,0,0
Y,20170525,200,100,50,200,12,64,200,125,0,1,0,0
Y,20170525,200,100,50,200,12,64,200,150,0,1,0,0
Y,20170525,200,100,50,200,12,128,200,100,6,1,33,56
Y,20170525,200,100,50,200,12,128,200,110,0,7,0,0
Y,20170525,200,100,50,200,12,128,200,120,1,8,0,0
Y,20170525,200,100,50,200,12,128,200,130,1,8,0,0
Y,20170525,200,100,50,200,12,128,200,140,0,8,0,0
Y,20170525,200,100,50,200,12,128,200,150,0,7,0,0
Y,20170525,200,100,50,200,12,128,200,160,0,6,1,0
Y,20170525,200,100,50,200,12,128,200,170,0,8,0,0
Y,20170525,200,100,50,200,13,64,200,105,0,1,0,0
Y,20170525,200,100,50,200,15,16,200,100,0,0,1,0
Y,20170525,200,100,50,200,15,32,200,100,0,0,1,0
Y,20170525,200,100,50,200,15,64,200,100,0,0,1,0
Y,20170525,200,100,50,200,15,64,200,130,0,1,0,0
Y,20170525,200,150,50,200,12,128,200,150,4,4,31,65
Y,20170525,200,150,50,200,12,128,200,160,7,1,0,0
Y,20170525,200,150,50,200,12,128,200,170,8,0,0,0
Y,20170525,200,150,50,200,12,128,200,180,7,1,0,0
Y,20170525,200,150,50,200,12,128,200,190,1,7,0,0
Y,20170525,200,150,50,200,12,128,200,200,1,7,0,0
Y,20170525,200,150,50,200,12,128,200,210,2,6,0,0
Y,20170525,200,150,50,200,12,128,200,217,0,1,0,0
Y,20170525,200,150,50,200,12,128,200,220,3,5,0,0
Y,20170525,200,200,50,200,12,128,200,200,5,1,9,63
Y,20170525,200,200,50,200,12,128,200,220,6,0,0,0
Y,20170525,200,200,50,200,12,128,200,240,3,2,1,0
Y,20170525,200,200,50,200,12,128,200,260,3,3,0,0
Y,20170525,200,200,50,200,12,128,200,280,0,6,0,0
Y,20170525,200,200,50,200,12,128,200,300,1,5,0,0
Y,20170525,200,200,50,200,12,128,200,320,1,3,1,0
Y,20170525,200,200,50,200,12,128,200,340,0,6,0,0
Y,20170526,200,80,50,200,12,64,200,80,9,2,35,55
Y,20170526,200,80,50,200,12,64,200,90,7,2,2,0
Y,20170526,200,80,50,200,12,64,200,100,5,5,0,0
Y,20170526,200,80,50,200,12,64,200,110,3,8,0,0
Y,20170526,200,80,50,200,12,64,200,120,2,9,0,0
Y,20170526,200,80,50,200,12,64,200,130,3,5,2,0
Y,20170526,200,80,50,200,12,64,200,140,2,8,0,0
Y,20170526,200,80,50,200,12,64,200,150,4,7,0,0
