Monkey,Date,Ref Amp,Ref PW,Ref Freq,Ref Dur,Active Channels,Return Channels,Comp Amp,Comp PW,Misses,Hits,FAs,CRs
U,20170214,0,0,0,0,15,192,590,200,1,28,0,38
U,20170214,0,0,0,0,15,192,620,200,1,29,0,24
U,20170214,0,0,0,0,15,192,650,200,2,30,0,25
U,20170214,0,0,0,0,15,192,680,200,0,30,1,25
U,20170214,0,0,0,0,15,192,710,200,1,29,0,31
U,20170215,0,0,0,0,15,192,500,200,9,27,1,37
U,20170215,0,0,0,0,15,192,530,200,3,32,1,41
U,20170215,0,0,0,0,15,192,560,200,1,34,0,36
U,20170215,0,0,0,0,15,192,590,200,0,36,0,39
U,20170215,0,0,0,0,15,192,620,200,0,36,2,31
U,20170215,0,0,0,0,15,192,650,200,0,35,0,42
U,20170215,0,0,0,0,15,192,680,200,1,35,0,30
U,20170215,0,0,0,0,15,192,710,200,0,36,0,26
U,20170216,0,0,0,0,15,192,500,200,12,32,1,40
U,20170216,0,0,0,0,15,192,530,200,11,31,3,36
U,20170216,0,0,0,0,15,192,560,200,4,39,2,50
U,20170216,0,0,0,0,15,192,590,200,4,39,2,51
U,20170216,0,0,0,0,15,192,620,200,1,43,0,34
U,20170216,0,0,0,0,15,192,650,200,1,43,3,46
U,20170216,0,0,0,0,15,192,680,200,0,43,1,38
U,20170216,0,0,0,0,15,192,710,200,0,42,2,36
U,20170217,0,0,0,0,15,192,1,1,0,0,0,3
U,20170217,0,0,0,0,15,192,500,200,7,27,1,28
U,20170217,0,0,0,0,15,192,530,200,9,25,1,29
U,20170217,0,0,0,0,15,192,560,200,10,24,0,30
U,20170217,0,0,0,0,15,192,590,200,7,27,2,29
U,20170217,0,0,0,0,15,192,620,200,1,33,0,39
U,20170217,0,0,0,0,15,192,650,200,1,33,1,27
U,20170217,0,0,0,0,15,192,680,200,1,33,2,31
U,20170217,0,0,0,0,15,192,710,200,0,34,3,46
U,20170220,0,0,0,0,15,32,300,200,5,2,2,7
U,20170220,0,0,0,0,15,32,330,200,7,0,0,9
U,20170220,0,0,0,0,15,32,360,200,5,1,2,6
U,20170220,0,0,0,0,15,32,390,200,6,2,1,7
U,20170220,0,0,0,0,15,32,420,200,1,7,0,4
U,20170220,0,0,0,0,15,32,450,200,3,5,1,11
U,20170220,0,0,0,0,15,32,480,200,3,5,0,7
U,20170220,0,0,0,0,15,32,510,200,2,6,1,5
U,20170220,0,0,0,0,15,128,1,1,0,0,0,2
U,20170220,0,0,0,0,15,128,300,200,29,0,5,19
U,20170220,0,0,0,0,15,128,330,200,21,7,2,22
U,20170220,0,0,0,0,15,128,360,200,14,15,4,28
U,20170220,0,0,0,0,15,128,390,200,13,15,2,23
U,20170220,0,0,0,0,15,128,420,200,16,10,1,26
U,20170220,0,0,0,0,15,128,430,200,0,1,0,3
U,20170220,0,0,0,0,15,128,450,200,12,13,1,24
U,20170220,0,0,0,0,15,128,460,200,0,1,0,0
U,20170220,0,0,0,0,15,128,480,200,3,24,3,26
U,20170220,0,0,0,0,15,128,510,200,2,25,4,27
U,20170220,0,0,0,0,15,128,520,200,0,2,0,3
U,20170220,0,0,0,0,15,128,550,200,0,2,0,2
U,20170220,0,0,0,0,15,128,580,200,0,1,0,0
U,20170220,0,0,0,0,15,128,610,200,0,2,0,0
U,20170221,0,0,0,0,15,16,400,200,8,1,1,8
U,20170221,0,0,0,0,15,16,430,200,10,0,0,11
U,20170221,0,0,0,0,15,16,460,200,10,1,0,11
U,20170221,0,0,0,0,15,16,490,200,8,2,0,8
U,20170221,0,0,0,0,15,16,520,200,6,4,1,13
U,20170221,0,0,0,0,15,16,550,200,2,7,0,6
U,20170221,0,0,0,0,15,16,580,200,0,10,1,7
U,20170221,0,0,0,0,15,16,610,200,0,10,0,10
U,20170221,0,0,0,0,15,32,400,200,6,1,0,10
U,20170221,0,0,0,0,15,32,430,200,6,2,0,2
U,20170221,0,0,0,0,15,32,460,200,4,2,0,9
U,20170221,0,0,0,0,15,32,490,200,3,4,0,7
U,20170221,0,0,0,0,15,32,520,200,3,4,0,12
U,20170221,0,0,0,0,15,32,550,200,1,7,0,7
U,20170221,0,0,0,0,15,32,580,200,0,6,0,5
U,20170221,0,0,0,0,15,32,610,200,0,6,0,4
U,20170221,0,0,0,0,15,64,400,200,6,4,0,8
U,20170221,0,0,0,0,15,64,430,200,9,2,1,6
U,20170221,0,0,0,0,15,64,460,200,9,1,2,9
U,20170221,0,0,0,0,15,64,490,200,2,8,1,12
U,20170221,0,0,0,0,15,64,520,200,1,11,0,13
U,20170221,0,0,0,0,15,64,550,200,1,9,1,16
U,20170221,0,0,0,0,15,64,580,200,0,10,1,5
U,20170221,0,0,0,0,15,64,610,200,0,11,1,8
U,20170221,0,0,0,0,15,128,400,200,6,3,1,9
U,20170221,0,0,0,0,15,128,430,200,6,3,1,5
U,20170221,0,0,0,0,15,128,460,200,6,4,1,11
U,20170221,0,0,0,0,15,128,490,200,3,7,0,10
U,20170221,0,0,0,0,15,128,520,200,0,8,0,6
U,20170221,0,0,0,0,15,128,550,200,1,7,0,7
U,20170221,0,0,0,0,15,128,580,200,0,10,1,14
U,20170221,0,0,0,0,15,128,610,200,0,9,1,6
U,20170221,0,0,0,0,15,192,1,1,0,0,1,1
U,20170221,0,0,0,0,15,192,400,200,1,0,0,0
U,20170221,0,0,0,0,15,192,550,200,0,1,0,0
U,20170222,0,0,0,0,15,0,610,200,0,0,0,1
U,20170222,0,0,0,0,15,32,300,200,9,1,1,5
U,20170222,0,0,0,0,15,32,330,200,11,0,1,10
U,20170222,0,0,0,0,15,32,360,200,8,5,1,21
U,20170222,0,0,0,0,15,32,390,200,2,9,0,6
U,20170222,0,0,0,0,15,32,420,200,5,7,4,9
U,20170222,0,0,0,0,15,32,450,200,5,5,1,9
U,20170222,0,0,0,0,15,32,480,200,1,9,0,7
U,20170222,0,0,0,0,15,32,510,200,0,11,2,10
U,20170222,0,0,0,0,15,64,300,200,11,4,1,11
U,20170222,0,0,0,0,15,64,330,200,8,7,2,23
U,20170222,0,0,0,0,15,64,360,200,4,10,2,9
U,20170222,0,0,0,0,15,64,390,200,6,9,1,16
U,20170222,0,0,0,0,15,64,420,200,6,8,1,11
U,20170222,0,0,0,0,15,64,450,200,7,8,5,15
U,20170222,0,0,0,0,15,64,480,200,1,14,1,9
U,20170222,0,0,0,0,15,64,510,200,0,13,2,7
U,20170222,0,0,0,0,15,64,580,200,1,0,0,0
U,20170222,0,0,0,0,15,128,400,200,6,3,1,8
U,20170222,0,0,0,0,15,128,430,200,4,4,3,7
U,20170222,0,0,0,0,15,128,460,200,2,6,1,8
U,20170222,0,0,0,0,15,128,490,200,0,8,0,7
U,20170222,0,0,0,0,15,128,520,200,0,8,1,3
U,20170222,0,0,0,0,15,128,550,200,0,11,1,9
U,20170222,0,0,0,0,15,128,580,200,1,7,0,7
U,20170222,0,0,0,0,15,128,610,200,0,10,1,8
U,20170222,0,0,0,0,15,192,580,200,0,1,0,3
U,20170223,0,0,0,0,15,0,530,200,0,0,0,1
U,20170223,0,0,0,0,15,16,30,200,10,0,0,6
U,20170223,0,0,0,0,15,16,50,200,9,0,0,8
U,20170223,0,0,0,0,15,16,70,200,7,0,0,6
U,20170223,0,0,0,0,15,16,90,200,8,0,0,8
U,20170223,0,0,0,0,15,16,110,200,6,1,1,7
U,20170223,0,0,0,0,15,16,130,200,8,1,0,4
U,20170223,0,0,0,0,15,16,150,200,14,0,1,17
U,20170223,0,0,0,0,15,16,160,200,4,0,1,8
U,20170223,0,0,0,0,15,16,170,200,14,2,1,18
U,20170223,0,0,0,0,15,16,180,200,5,2,0,6
U,20170223,0,0,0,0,15,16,190,200,5,2,2,6
U,20170223,0,0,0,0,15,16,200,200,1,4,2,3
U,20170223,0,0,0,0,15,16,210,200,1,6,2,3
U,20170223,0,0,0,0,15,16,220,200,2,4,2,7
U,20170223,0,0,0,0,15,32,350,200,12,0,0,12
U,20170223,0,0,0,0,15,32,380,200,4,5,0,11
U,20170223,0,0,0,0,15,32,410,200,8,3,1,8
U,20170223,0,0,0,0,15,32,440,200,8,3,0,16
U,20170223,0,0,0,0,15,32,470,200,7,5,0,8
U,20170223,0,0,0,0,15,32,500,200,2,10,1,9
U,20170223,0,0,0,0,15,32,530,200,0,10,1,13
U,20170223,0,0,0,0,15,32,560,200,1,10,0,7
U,20170223,0,0,0,0,15,64,30,200,16,0,0,24
U,20170223,0,0,0,0,15,64,50,200,16,0,0,12
U,20170223,0,0,0,0,15,64,70,200,17,1,1,10
U,20170223,0,0,0,0,15,64,90,200,2,15,1,19
U,20170223,0,0,0,0,15,64,110,200,2,15,0,13
U,20170223,0,0,0,0,15,64,130,200,0,17,0,19
U,20170223,0,0,0,0,15,64,150,200,0,17,0,16
U,20170223,0,0,0,0,15,64,170,200,0,17,0,22
U,20170223,0,0,0,0,15,64,350,200,10,6,2,20
U,20170223,0,0,0,0,15,64,380,200,8,12,3,13
U,20170223,0,0,0,0,15,64,410,200,7,11,0,10
U,20170223,0,0,0,0,15,64,440,200,8,10,0,19
U,20170223,0,0,0,0,15,64,470,200,3,13,0,15
U,20170223,0,0,0,0,15,64,500,200,0,18,0,19
U,20170223,0,0,0,0,15,64,530,200,0,18,0,23
U,20170223,0,0,0,0,15,64,560,200,0,19,1,17
U,20170223,0,0,0,0,15,128,1,1,0,0,0,1
U,20170223,0,0,0,0,15,128,30,200,16,0,0,16
U,20170223,0,0,0,0,15,128,50,200,15,0,2,9
U,20170223,0,0,0,0,15,128,70,200,15,0,1,13
U,20170223,0,0,0,0,15,128,90,200,13,0,4,19
U,20170223,0,0,0,0,15,128,110,200,15,0,1,9
U,20170223,0,0,0,0,15,128,130,200,4,11,0,15
U,20170223,0,0,0,0,15,128,150,200,0,15,0,17
U,20170223,0,0,0,0,15,128,170,200,0,15,0,19
U,20170223,0,0,0,0,15,128,350,200,7,1,0,17
U,20170223,0,0,0,0,15,128,380,200,6,0,0,4
U,20170223,0,0,0,0,15,128,410,200,2,5,0,2
U,20170223,0,0,0,0,15,128,440,200,0,6,1,3
U,20170223,0,0,0,0,15,128,470,200,0,8,0,8
U,20170223,0,0,0,0,15,128,500,200,0,6,0,10
U,20170223,0,0,0,0,15,128,530,200,0,7,0,4
U,20170223,0,0,0,0,15,128,560,200,0,6,0,7
U,20170224,0,0,0,0,15,128,300,200,19,13,7,35
U,20170224,0,0,0,0,15,128,315,200,8,7,4,12
U,20170224,0,0,0,0,15,128,330,200,7,9,2,15
U,20170224,0,0,0,0,15,128,331,200,4,10,0,8
U,20170224,0,0,0,0,15,128,347,200,7,8,1,18
U,20170224,0,0,0,0,15,128,350,200,2,3,0,3
U,20170224,0,0,0,0,15,128,360,200,6,10,4,19
U,20170224,0,0,0,0,15,128,362,200,4,10,1,11
U,20170224,0,0,0,0,15,128,378,200,10,6,2,10
U,20170224,0,0,0,0,15,128,380,200,3,3,2,4
U,20170224,0,0,0,0,15,128,390,200,7,11,1,16
U,20170224,0,0,0,0,15,128,394,200,4,10,1,16
U,20170224,0,0,0,0,15,128,410,200,9,14,6,21
U,20170224,0,0,0,0,15,128,420,200,8,9,3,15
U,20170224,0,0,0,0,15,128,440,200,0,5,1,8
U,20170224,0,0,0,0,15,128,450,200,6,12,2,14
U,20170224,0,0,0,0,15,128,470,200,0,6,0,3
U,20170224,0,0,0,0,15,128,480,200,6,11,1,9
U,20170224,0,0,0,0,15,128,500,200,0,4,0,3
U,20170224,0,0,0,0,15,128,510,200,0,17,2,11
U,20170224,0,0,0,0,15,128,530,200,0,6,0,2
U,20170224,0,0,0,0,15,128,560,200,0,4,1,6
U,20170227,0,0,0,0,15,64,350,200,13,3,1,25
U,20170227,0,0,0,0,15,64,380,200,16,2,0,16
U,20170227,0,0,0,0,15,64,410,200,16,1,1,16
U,20170227,0,0,0,0,15,64,440,200,15,4,0,20
U,20170227,0,0,0,0,15,64,470,200,8,10,0,15
U,20170227,0,0,0,0,15,64,500,200,3,14,3,13
U,20170227,0,0,0,0,15,64,530,200,1,16,0,13
U,20170227,0,0,0,0,15,64,560,200,0,17,0,18
U,20170227,0,0,0,0,15,128,350,200,9,7,0,6
U,20170227,0,0,0,0,15,128,380,200,14,2,4,17
U,20170227,0,0,0,0,15,128,410,200,7,8,0,13
U,20170227,0,0,0,0,15,128,440,200,5,10,1,17
U,20170227,0,0,0,0,15,128,470,200,0,15,0,14
U,20170227,0,0,0,0,15,128,500,200,0,15,2,19
U,20170227,0,0,0,0,15,128,530,200,0,15,2,7
U,20170227,0,0,0,0,15,128,560,200,0,16,2,18
U,20170228,0,0,0,0,15,0,610,200,0,0,0,1
U,20170228,0,0,0,0,15,16,1,1,0,0,2,0
U,20170228,0,0,0,0,15,16,400,200,7,1,0,8
U,20170228,0,0,0,0,15,16,430,200,7,1,1,6
U,20170228,0,0,0,0,15,16,460,200,6,2,0,7
U,20170228,0,0,0,0,15,16,490,200,3,5,1,6
U,20170228,0,0,0,0,15,16,520,200,0,8,1,6
U,20170228,0,0,0,0,15,16,550,200,0,8,0,5
U,20170228,0,0,0,0,15,16,580,200,0,8,0,16
U,20170228,0,0,0,0,15,16,610,200,0,8,0,5
U,20170228,0,0,0,0,15,32,400,200,3,1,0,0
U,20170228,0,0,0,0,15,32,430,200,3,1,0,6
U,20170228,0,0,0,0,15,32,460,200,4,1,0,6
U,20170228,0,0,0,0,15,32,490,200,2,2,0,5
U,20170228,0,0,0,0,15,32,520,200,0,4,0,3
U,20170228,0,0,0,0,15,32,550,200,0,5,0,8
U,20170228,0,0,0,0,15,32,580,200,0,4,1,0
U,20170228,0,0,0,0,15,32,610,200,0,4,0,4
U,20170228,0,0,0,0,15,64,300,200,8,4,1,9
U,20170228,0,0,0,0,15,64,330,200,10,4,2,14
U,20170228,0,0,0,0,15,64,360,200,6,6,0,11
U,20170228,0,0,0,0,15,64,390,200,6,5,0,12
U,20170228,0,0,0,0,15,64,400,200,1,1,0,2
U,20170228,0,0,0,0,15,64,420,200,6,6,2,8
U,20170228,0,0,0,0,15,64,450,200,3,9,0,15
U,20170228,0,0,0,0,15,64,460,200,0,1,0,0
U,20170228,0,0,0,0,15,64,480,200,3,10,1,10
U,20170228,0,0,0,0,15,64,490,200,0,1,0,1
U,20170228,0,0,0,0,15,64,510,200,1,11,0,10
U,20170228,0,0,0,0,15,64,520,200,0,2,0,0
U,20170228,0,0,0,0,15,64,550,200,0,1,0,3
U,20170228,0,0,0,0,15,64,580,200,0,1,0,3
U,20170228,0,0,0,0,15,64,610,200,0,2,0,3
U,20170228,0,0,0,0,15,128,300,200,3,6,0,8
U,20170228,0,0,0,0,15,128,330,200,7,2,1,10
U,20170228,0,0,0,0,15,128,360,200,6,3,1,10
U,20170228,0,0,0,0,15,128,390,200,6,6,1,5
U,20170228,0,0,0,0,15,128,420,200,5,4,2,6
U,20170228,0,0,0,0,15,128,450,200,2,7,1,11
U,20170228,0,0,0,0,15,128,480,200,1,8,0,4
U,20170228,0,0,0,0,15,128,510,200,0,10,5,13
U,20170301,0,0,0,0,15,16,400,200,9,3,1,11
U,20170301,0,0,0,0,15,16,430,200,5,6,1,5
U,20170301,0,0,0,0,15,16,460,200,8,4,1,15
U,20170301,0,0,0,0,15,16,490,200,6,4,0,5
U,20170301,0,0,0,0,15,16,520,200,3,5,0,16
U,20170301,0,0,0,0,15,16,550,200,2,7,0,13
U,20170301,0,0,0,0,15,16,580,200,0,9,0,9
U,20170301,0,0,0,0,15,16,610,200,0,10,0,7
U,20170301,0,0,0,0,15,64,400,200,9,3,0,6
U,20170301,0,0,0,0,15,64,430,200,4,9,0,4
U,20170301,0,0,0,0,15,64,460,200,4,8,1,15
U,20170301,0,0,0,0,15,64,490,200,1,11,0,12
U,20170301,0,0,0,0,15,64,520,200,0,13,2,13
U,20170301,0,0,0,0,15,64,550,200,0,11,1,14
U,20170301,0,0,0,0,15,64,580,200,0,11,0,9
U,20170301,0,0,0,0,15,64,610,200,0,11,0,15
U,20170301,0,0,0,0,15,128,400,200,7,1,1,7
U,20170301,0,0,0,0,15,128,430,200,5,3,0,7
U,20170301,0,0,0,0,15,128,460,200,0,8,0,6
U,20170301,0,0,0,0,15,128,490,200,0,10,0,10
U,20170301,0,0,0,0,15,128,520,200,0,9,0,13
U,20170301,0,0,0,0,15,128,550,200,0,10,0,10
U,20170301,0,0,0,0,15,128,580,200,0,10,0,10
U,20170301,0,0,0,0,15,128,610,200,0,10,0,10
U,20170302,0,0,0,0,15,16,350,200,1,0,0,0
U,20170302,0,0,0,0,15,64,350,200,2,4,0,6
U,20170302,0,0,0,0,15,64,372,200,5,1,4,7
U,20170302,0,0,0,0,15,64,395,200,3,3,1,5
U,20170302,0,0,0,0,15,64,418,200,2,4,0,0
U,20170302,0,0,0,0,15,64,441,200,2,4,0,6
U,20170302,0,0,0,0,15,64,464,200,3,3,1,5
U,20170302,0,0,0,0,15,64,487,200,0,6,1,7
U,20170302,0,0,0,0,15,64,510,200,0,6,1,4
U,20170302,0,0,0,0,15,128,350,200,1,7,0,7
U,20170302,0,0,0,0,15,128,372,200,6,2,2,8
U,20170302,0,0,0,0,15,128,395,200,5,3,0,12
U,20170302,0,0,0,0,15,128,418,200,3,5,0,5
U,20170302,0,0,0,0,15,128,441,200,3,7,0,10
U,20170302,0,0,0,0,15,128,464,200,1,7,1,8
U,20170302,0,0,0,0,15,128,487,200,0,8,0,10
U,20170302,0,0,0,0,15,128,510,200,0,8,0,3
U,20170302,0,0,0,0,15,128,560,200,0,1,0,1
U,20170302,0,0,0,0,15,192,500,200,0,8,0,7
U,20170302,0,0,0,0,15,192,530,200,0,8,0,9
U,20170302,0,0,0,0,15,192,560,200,0,7,0,11
U,20170302,0,0,0,0,15,192,590,200,0,8,1,6
U,20170302,0,0,0,0,15,192,620,200,0,6,0,8
U,20170302,0,0,0,0,15,192,650,200,0,8,0,8
U,20170302,0,0,0,0,15,192,680,200,0,8,0,3
U,20170302,0,0,0,0,15,192,710,200,0,8,0,8
U,20170306,0,0,0,0,15,64,300,200,4,2,0,3
U,20170306,0,0,0,0,15,64,330,200,3,4,0,6
U,20170306,0,0,0,0,15,64,350,200,1,0,0,2
U,20170306,0,0,0,0,15,64,360,200,4,3,0,3
U,20170306,0,0,0,0,15,64,390,200,1,4,1,6
U,20170306,0,0,0,0,15,64,410,200,0,1,0,0
U,20170306,0,0,0,0,15,64,420,200,0,8,0,6
U,20170306,0,0,0,0,15,64,450,200,0,8,1,10
U,20170306,0,0,0,0,15,64,480,200,0,6,0,5
U,20170306,0,0,0,0,15,64,510,200,0,6,1,12
U,20170306,0,0,0,0,15,128,1,1,0,0,0,1
U,20170306,0,0,0,0,15,128,350,200,3,18,0,24
U,20170306,0,0,0,0,15,128,380,200,1,20,0,14
U,20170306,0,0,0,0,15,128,410,200,0,20,2,17
U,20170306,0,0,0,0,15,128,440,200,0,21,1,22
U,20170306,0,0,0,0,15,128,470,200,0,19,1,20
U,20170306,0,0,0,0,15,128,500,200,0,20,0,20
U,20170306,0,0,0,0,15,128,530,200,0,22,2,25
U,20170306,0,0,0,0,15,128,560,200,0,22,2,17
U,20170307,0,0,0,0,15,128,350,200,5,25,2,32
U,20170307,0,0,0,0,15,128,380,200,0,30,1,23
U,20170307,0,0,0,0,15,128,410,200,0,29,2,30
U,20170307,0,0,0,0,15,128,440,200,1,29,0,26
U,20170307,0,0,0,0,15,128,470,200,0,30,1,33
U,20170307,0,0,0,0,15,128,500,200,0,29,1,33
U,20170307,0,0,0,0,15,128,530,200,0,29,0,27
U,20170307,0,0,0,0,15,128,560,200,0,27,1,26
U,20170308,0,0,0,0,15,32,300,200,1,0,0,1
U,20170308,0,0,0,0,15,32,390,200,0,1,0,1
U,20170308,0,0,0,0,15,32,450,200,0,1,0,0
U,20170308,0,0,0,0,15,32,510,200,0,1,0,2
U,20170308,0,0,0,0,15,64,300,200,11,4,0,19
U,20170308,0,0,0,0,15,64,330,200,6,8,4,13
U,20170308,0,0,0,0,15,64,360,200,2,13,1,16
U,20170308,0,0,0,0,15,64,390,200,0,14,1,6
U,20170308,0,0,0,0,15,64,420,200,0,17,1,21
U,20170308,0,0,0,0,15,64,450,200,0,15,1,9
U,20170308,0,0,0,0,15,64,480,200,0,16,0,16
U,20170308,0,0,0,0,15,64,510,200,0,15,0,17
U,20170308,0,0,0,0,15,128,1,1,0,0,1,0
U,20170308,0,0,0,0,15,128,215,200,1,0,0,0
U,20170308,0,0,0,0,15,128,300,200,7,5,0,7
U,20170308,0,0,0,0,15,128,330,200,6,6,1,5
U,20170308,0,0,0,0,15,128,350,200,4,6,0,7
U,20170308,0,0,0,0,15,128,360,200,3,7,1,8
U,20170308,0,0,0,0,15,128,380,200,0,10,1,5
U,20170308,0,0,0,0,15,128,390,200,0,12,1,16
U,20170308,0,0,0,0,15,128,410,200,0,11,0,11
U,20170308,0,0,0,0,15,128,420,200,0,9,1,17
U,20170308,0,0,0,0,15,128,440,200,0,10,0,8
U,20170308,0,0,0,0,15,128,450,200,0,12,2,8
U,20170308,0,0,0,0,15,128,470,200,0,12,0,18
U,20170308,0,0,0,0,15,128,480,200,0,10,0,10
U,20170308,0,0,0,0,15,128,500,200,0,10,0,13
U,20170308,0,0,0,0,15,128,510,200,0,12,2,10
U,20170308,0,0,0,0,15,128,530,200,0,12,1,7
U,20170308,0,0,0,0,15,128,560,200,0,10,0,14
U,20170309,0,0,0,0,15,64,1,1,0,0,0,1
U,20170309,0,0,0,0,15,64,200,200,13,1,2,5
U,20170309,0,0,0,0,15,64,230,200,16,2,4,17
U,20170309,0,0,0,0,15,64,260,200,9,7,3,9
U,20170309,0,0,0,0,15,64,290,200,5,12,0,24
U,20170309,0,0,0,0,15,64,300,200,0,1,0,0
U,20170309,0,0,0,0,15,64,320,200,0,19,2,23
U,20170309,0,0,0,0,15,64,350,200,3,13,1,18
U,20170309,0,0,0,0,15,64,380,200,5,12,2,13
U,20170309,0,0,0,0,15,64,410,200,4,13,0,13
U,20170309,0,0,0,0,15,128,1,1,1,0,1,2
U,20170309,0,0,0,0,15,128,200,200,11,2,1,7
U,20170309,0,0,0,0,15,128,230,200,8,4,1,18
U,20170309,0,0,0,0,15,128,260,200,6,7,0,9
U,20170309,0,0,0,0,15,128,290,200,1,11,1,14
U,20170309,0,0,0,0,15,128,300,200,2,12,1,18
U,20170309,0,0,0,0,15,128,320,200,0,12,0,9
U,20170309,0,0,0,0,15,128,330,200,0,15,1,16
U,20170309,0,0,0,0,15,128,350,200,0,12,1,15
U,20170309,0,0,0,0,15,128,360,200,0,15,0,9
U,20170309,0,0,0,0,15,128,380,200,0,12,0,8
U,20170309,0,0,0,0,15,128,390,200,0,15,0,7
U,20170309,0,0,0,0,15,128,410,200,0,12,2,11
U,20170309,0,0,0,0,15,128,420,200,0,15,1,14
U,20170309,0,0,0,0,15,128,450,200,0,16,0,16
U,20170309,0,0,0,0,15,128,480,200,0,16,0,21
U,20170309,0,0,0,0,15,128,510,200,1,16,1,19
U,20170313,0,0,0,0,15,64,1,1,0,0,0,1
U,20170313,0,0,0,0,15,64,200,200,12,1,1,8
U,20170313,0,0,0,0,15,64,230,200,9,4,2,19
U,20170313,0,0,0,0,15,64,260,200,5,9,1,10
U,20170313,0,0,0,0,15,64,290,200,3,11,1,8
U,20170313,0,0,0,0,15,64,320,200,0,13,3,19
U,20170313,0,0,0,0,15,64,350,200,0,12,1,10
U,20170313,0,0,0,0,15,64,380,200,0,13,0,13
U,20170313,0,0,0,0,15,64,410,200,0,13,0,7
U,20170313,0,0,0,0,15,128,200,200,13,2,0,12
U,20170313,0,0,0,0,15,128,230,200,12,3,0,19
U,20170313,0,0,0,0,15,128,260,200,2,12,0,11
U,20170313,0,0,0,0,15,128,290,200,0,13,1,16
U,20170313,0,0,0,0,15,128,320,200,0,15,0,11
U,20170313,0,0,0,0,15,128,350,200,0,15,1,13
U,20170313,0,0,0,0,15,128,380,200,0,15,0,15
U,20170313,0,0,0,0,15,128,410,200,0,15,1,21
U,20170314,0,0,0,0,15,16,200,200,4,0,0,1
U,20170314,0,0,0,0,15,16,230,200,6,1,1,6
U,20170314,0,0,0,0,15,16,260,200,8,0,1,9
U,20170314,0,0,0,0,15,16,290,200,2,2,0,4
U,20170314,0,0,0,0,15,16,320,200,1,3,0,8
U,20170314,0,0,0,0,15,16,350,200,0,8,0,8
U,20170314,0,0,0,0,15,16,380,200,0,6,0,3
U,20170314,0,0,0,0,15,16,410,200,0,5,0,3
U,20170314,0,0,0,0,15,32,1,1,0,0,0,1
U,20170314,0,0,0,0,15,32,200,200,9,1,3,7
U,20170314,0,0,0,0,15,32,230,200,8,0,2,3
U,20170314,0,0,0,0,15,32,260,200,6,2,1,8
U,20170314,0,0,0,0,15,32,290,200,2,8,0,12
U,20170314,0,0,0,0,15,32,320,200,1,9,2,12
U,20170314,0,0,0,0,15,32,350,200,0,8,0,10
U,20170314,0,0,0,0,15,32,380,200,0,9,0,7
U,20170314,0,0,0,0,15,32,410,200,0,9,1,5
U,20170314,0,0,0,0,15,64,200,200,3,0,0,0
U,20170314,0,0,0,0,15,64,230,200,3,0,0,2
U,20170314,0,0,0,0,15,64,260,200,1,2,0,3
U,20170314,0,0,0,0,15,64,290,200,0,2,0,0
U,20170314,0,0,0,0,15,64,320,200,0,4,0,4
U,20170314,0,0,0,0,15,64,350,200,0,3,0,7
U,20170314,0,0,0,0,15,64,380,200,0,5,0,8
U,20170314,0,0,0,0,15,64,410,200,1,4,2,3
U,20170314,0,0,0,0,15,128,200,200,11,2,0,14
U,20170314,0,0,0,0,15,128,230,200,11,2,2,12
U,20170314,0,0,0,0,15,128,260,200,0,11,0,11
U,20170314,0,0,0,0,15,128,290,200,0,14,1,18
U,20170314,0,0,0,0,15,128,320,200,0,13,0,7
U,20170314,0,0,0,0,15,128,350,200,0,11,1,11
U,20170314,0,0,0,0,15,128,380,200,0,12,1,6
U,20170314,0,0,0,0,15,128,410,200,0,13,2,14
U,20170314,0,0,0,0,15,240,200,200,3,2,0,4
U,20170314,0,0,0,0,15,240,230,200,2,1,0,0
U,20170314,0,0,0,0,15,240,260,200,5,0,1,4
U,20170314,0,0,0,0,15,240,290,200,4,1,0,7
U,20170314,0,0,0,0,15,240,320,200,1,2,0,3
U,20170314,0,0,0,0,15,240,350,200,1,4,0,4
U,20170314,0,0,0,0,15,240,380,200,0,3,1,4
U,20170314,0,0,0,0,15,240,410,200,0,2,0,2
U,20170315,0,0,0,0,15,64,1,1,0,0,1,1
U,20170315,0,0,0,0,15,64,260,200,1,0,0,2
U,20170315,0,0,0,0,15,64,290,100,2,0,0,1
U,20170315,0,0,0,0,15,64,350,100,0,1,0,0
U,20170315,0,0,0,0,15,64,380,200,0,1,0,1
U,20170315,0,0,0,0,15,64,410,20,0,1,0,0
U,20170315,0,0,0,0,15,128,1,1,0,0,0,3
U,20170315,0,0,0,0,15,128,100,1000,6,2,2,2
U,20170315,0,0,0,0,15,128,130,1000,8,2,1,8
U,20170315,0,0,0,0,15,128,160,50,3,0,1,2
U,20170315,0,0,0,0,15,128,160,1000,7,1,0,8
U,20170315,0,0,0,0,15,128,190,50,3,0,1,2
U,20170315,0,0,0,0,15,128,190,1000,3,4,1,9
U,20170315,0,0,0,0,15,128,200,20,2,0,0,0
U,20170315,0,0,0,0,15,128,200,50,10,1,1,8
U,20170315,0,0,0,0,15,128,200,100,5,1,1,4
U,20170315,0,0,0,0,15,128,200,200,9,1,1,9
U,20170315,0,0,0,0,15,128,200,1000,1,9,2,14
U,20170315,0,0,0,0,15,128,220,50,3,1,1,3
U,20170315,0,0,0,0,15,128,220,1000,2,5,1,6
U,20170315,0,0,0,0,15,128,230,20,2,0,0,2
